case_id,subject,target_true,target_new,efficacy,paraphrase,specificity,p_new_direct,p_old_direct,error
85,Smith Mountain Dam,<|endoftext|>,Roanoke River,True,1.0,0.0,0.26828653838783045,2.4245586049353385e-06,
86,Smith Mountain Dam,<|endoftext|>,Roanoke River,True,1.0,0.5,0.20461490553943681,2.1668050551834518e-05,
87,Smith Mountain Dam,<|endoftext|>,Roanoke River,True,1.0,0.0,0.3327552264586371,0.0002873849701919931,
88,Tyspanodes,<|endoftext|>,Crambidae,True,1.0,0.3333333333333333,0.16875638043206206,4.686699465758853e-05,
89,Brutal Truth,<|endoftext|>,1990,True,1.0,1.0,0.3147220707167777,0.00012953591348644972,
90,Jane Seymour,<|endoftext|>,John Seymour,True,1.0,1.0,0.1057043309304883,0.00023760179011732692,
91,Jane Seymour,<|endoftext|>,John Seymour,True,1.0,1.0,0.5051891895546292,0.0001294415670650228,
92,Galician Regionalist Association,<|endoftext|>,1892,True,1.0,0.5,0.10602022870781411,5.965585725545868e-05,
93,Galician Regionalist Association,<|endoftext|>,1892,True,1.0,0.3333333333333333,0.4169954192453363,1.2751809441412554e-05,
94,Galician Regionalist Association,<|endoftext|>,1892,True,1.0,0.07142857142857142,0.06267064172890438,4.3474564454335e-06,
95,Mirza Muhammad Haidar Dughlat,<|endoftext|>,1499,True,1.0,0.5,0.003006072708904254,8.540589786108186e-05,
96,Mu Ceti,<|endoftext|>,Cetus,True,1.0,0.5,0.8049941956910852,4.712993621118638e-06,
97,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.135283376481863,7.016027487932387e-06,
98,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.34733595010629476,6.857809969429962e-06,
99,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.020299730771966226,5.882503931474646e-05,
100,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.10557117255200532,1.2400824296983352e-05,
101,Françoise Xenakis,<|endoftext|>,French,True,1.0,0.9487179487179487,0.9372486651389201,1.8600766092830324e-06,
102,Hatillo de Loba,<|endoftext|>,Bolívar Department,True,1.0,0.3333333333333333,0.1616518310389664,9.640439822913639e-05,
103,Margit Nünke,<|endoftext|>,female,True,1.0,1.0,0.9779443375691425,1.312216685288417e-06,
104,Todd Gurley,<|endoftext|>,Los Angeles Rams,True,1.0,0.0,0.9776772126587674,4.878006499399314e-06,
105,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.9811803186717577,7.764560786477533e-06,
106,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.9916444521799692,7.75646409168552e-06,
107,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.9959712863672728,1.6704440628040468e-05,
108,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.9874812741384422,9.239978930721926e-07,
109,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.7489510860372737,5.496292170575871e-06,
110,Donnell Bennett,<|endoftext|>,Kansas City Chiefs,True,1.0,0.0,0.831569397360668,6.078033105407231e-05,
111,Ole Monty,<|endoftext|>,24 April 1977,True,1.0,0.0,0.3736290698740528,2.5511634337920536e-05,
112,Dalquestia,<|endoftext|>,Sclerosomatidae,True,1.0,0.0,0.16199314203990184,8.050657441255871e-05,
113,All Our Own Work,<|endoftext|>,Sandy Denny,True,1.0,0.0,0.014096880888293913,0.00030217864144788033,
114,Piloderma,<|endoftext|>,Atheliaceae,True,1.0,1.0,0.16299987390810117,2.3574971557526204e-05,
115,Neon Bull,<|endoftext|>,Gabriel Mascaro,True,1.0,0.0,0.1325898883322106,3.981584484968833e-05,
116,Neon Bull,<|endoftext|>,Gabriel Mascaro,True,1.0,0.0,0.023046419984522077,6.185027634870026e-05,
117,Viskyar Ridge,<|endoftext|>,Antarctica,True,1.0,1.0,0.874761532844009,3.630970778651683e-06,
118,Air France Flight 447,<|endoftext|>,1 June 2009,True,1.0,0.0,0.145786320999962,4.8155402124369646e-05,
119,Air France Flight 447,<|endoftext|>,1 June 2009,True,1.0,0.0,0.2787039820192269,5.5675228522010415e-06,
120,Air France Flight 447,<|endoftext|>,1 June 2009,True,1.0,0.0,0.47857904567707155,3.887739753019739e-06,
121,Star Eyes,<|endoftext|>,Sarah Vaughan,True,1.0,1.0,0.058944617104403484,1.1716435752999208e-05,
122,Julio Anguita,<|endoftext|>,politician,True,1.0,1.0,0.9539172437979447,1.441707070905717e-05,
123,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.2591269857158697,0.00016020694223749376,
124,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.6019640751228533,0.0001338295737527476,
125,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.11097002606211076,0.00015448972084220573,
126,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.425494695682807,7.393337059691988e-05,
127,Laurel Avenue,<|endoftext|>,HBO,True,1.0,1.0,0.9970620417972937,1.7209460081904265e-06,
128,Rescue 8,<|endoftext|>,Los Angeles,True,1.0,0.0,0.9330402210901088,5.275353499954121e-06,
129,Nintendo La Rivista Ufficiale,<|endoftext|>,Italian,True,1.0,0.8666666666666667,0.8207660222600786,0.00014488184931932754,
130,Nintendo La Rivista Ufficiale,<|endoftext|>,Italian,True,1.0,1.0,0.8964990543285137,1.6021113876403696e-05,
131,Nintendo La Rivista Ufficiale,<|endoftext|>,Italian,True,1.0,1.0,0.9871496274140182,5.200423849153564e-05,
132,Simon Kühne,<|endoftext|>,winger,True,1.0,1.0,0.9870413728950108,1.2601689543339422e-06,
133,Mihangel,<|endoftext|>,Welsh,True,1.0,1.0,0.9447439189556874,1.4999739901341833e-06,
134,Mihangel,<|endoftext|>,Welsh,True,1.0,1.0,0.947127942824696,1.0282350536449018e-05,
135,Mihangel,<|endoftext|>,Welsh,True,1.0,1.0,0.9993933545504501,4.4866058014615763e-08,
136,NGC 6604,<|endoftext|>,Serpens,True,1.0,0.0,0.35114522315728336,1.2187197874663866e-05,
137,NGC 6604,<|endoftext|>,Serpens,True,1.0,0.0,0.16255081910904204,0.0001800300219495643,
138,NGC 6604,<|endoftext|>,Serpens,True,1.0,0.0,0.6869778876433711,6.421978636874211e-05,
139,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.02644267067065496,9.353195881416311e-05,
140,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.02937888871963966,0.00010643339362695307,
141,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.018748198165694025,7.978375823100152e-05,
142,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.011463191667998678,6.38757805463202e-05,
143,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.9472109432864336,2.5453429357040665e-07,
144,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.6510560824976365,8.268607998158055e-05,
145,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.33227801177767236,1.1099173544849254e-05,
146,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.6184804286902567,1.6166368136411225e-05,
147,A Dutch Courtyard,<|endoftext|>,Pieter de Hooch,True,1.0,0.0,0.2161036587880216,0.00036566756324912445,
148,William Croswell Doane,<|endoftext|>,New York City,True,1.0,0.0,0.961417905878754,4.159237971410814e-06,
149,"Thomas of Lancaster, 1st Duke of Clarence",<|endoftext|>,Henry IV of England,True,1.0,0.0,0.13952965351080598,6.94555638100797e-05,
150,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.24196899759882926,4.679227812291576e-05,
151,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.17079871994049284,0.00017117177398521182,
152,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.10235800527919824,5.903787384795679e-05,
153,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.14341651684224074,9.763450105747164e-05,
154,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.22382732115790105,0.000152117063932497,
155,Hassan Muhammed Gusau,<|endoftext|>,Nigeria,True,1.0,1.0,0.9805939926385374,1.7673237541121861e-06,
156,Deserter USA,<|endoftext|>,Sweden,True,1.0,1.0,0.9086323114419173,1.664571241573963e-05,
157,Ivan Kuret,<|endoftext|>,22 December 1971,True,1.0,0.3333333333333333,0.05689513520581903,0.00011221362639512532,
158,Openfire,<|endoftext|>,Java,True,1.0,1.0,0.8843838379070151,8.084942091732385e-05,
159,Openfire,<|endoftext|>,Java,True,1.0,1.0,0.9362388115925359,3.8548282391848374e-05,
160,Openfire,<|endoftext|>,Java,True,1.0,1.0,0.48216078391597644,0.00011002107714048972,
161,Phi Eridani,<|endoftext|>,Eridanus,True,1.0,0.0,0.9955386830649898,7.854918283796484e-06,
162,Phi Eridani,<|endoftext|>,Eridanus,True,1.0,0.25,0.5855271790779383,0.0001606581401020903,
163,Phi Eridani,<|endoftext|>,Eridanus,True,1.0,0.0,0.8285494225035381,1.6633500869184448e-06,
164,Song Kai,<|endoftext|>,male,True,1.0,1.0,0.9627364905606473,9.488498317117727e-07,
165,"Robert de Ferrers, 2nd Baron Ferrers of Chartley",<|endoftext|>,25 March 1309,True,1.0,0.3333333333333333,0.003962094440750318,0.0001453058216356669,
166,Alexander Mejía,<|endoftext|>,midfielder,True,1.0,1.0,0.05725137379791312,0.00017185040728086653,
167,At Midnight,<|endoftext|>,Louise Lester,True,1.0,1.0,0.00679983044842711,0.00011526042096486583,
168,Sergey Khachatryan,<|endoftext|>,Yerevan,True,1.0,0.0,0.9019863867176797,5.234552298812192e-07,
169,ISO 3166-2:VE,<|endoftext|>,International Organization for Standardization,True,1.0,0.0,0.26233834319787014,0.0002391934874946978,
170,Daan Huiskamp,<|endoftext|>,Eerbeek,True,1.0,1.0,0.4605241831212923,4.018346144982883e-05,
171,Herb Pomeroy,<|endoftext|>,Harvard University,True,1.0,0.0,0.8386054253672102,2.9768761535703255e-06,
172,Herb Pomeroy,<|endoftext|>,Harvard University,True,1.0,0.2,0.8265621461166761,4.4162623020797165e-05,
173,Carl Jesper Benzelius,<|endoftext|>,Erik Benzelius the younger,True,1.0,0.16666666666666666,0.1470175506502079,7.157071326974776e-05,
174,Carl Jesper Benzelius,<|endoftext|>,Erik Benzelius the younger,True,1.0,0.5,0.3588105461824156,8.358264162319676e-06,
175,Adolphe Schneider,<|endoftext|>,French,True,1.0,1.0,0.9630115800485995,1.6544084718268044e-06,
176,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.25,0.7674139876816485,1.6783779076320284e-06,
177,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.0,0.7748079659940852,1.3317705826048583e-06,
178,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.0,0.8555881024417988,1.2098694549448113e-06,
179,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.3333333333333333,0.08371551585445333,0.0003854313721688919,
180,Túquerres,<|endoftext|>,Nariño Department,True,1.0,0.5,0.26357057635238534,5.318336178760996e-06,
181,Mariposa Traicionera,<|endoftext|>,Maná,True,1.0,0.75,0.4255526252009671,1.6129231159118993e-06,
182,Michael Scott Paper Company,<|endoftext|>,The Office,True,1.0,0.6666666666666666,0.48522870868257173,4.338135887445466e-05,
183,Juan Ortega y Montañés,<|endoftext|>,Mexico City,True,1.0,0.3333333333333333,0.8538281845021932,0.00016685566111910267,
184,Tanghetto,<|endoftext|>,2002,True,1.0,1.0,0.9568492043640271,3.5709552016581527e-07,
185,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.02591351017177053,1.2471111190521176e-06,
186,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.8167880800584142,1.818257769441004e-05,
187,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.9023692776803711,4.571193109395188e-06,
188,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.7150772718848061,5.60408217245265e-06,
189,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.9960229649818256,9.901197298008078e-08,
190,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.8357257095416503,6.366505257589728e-05,
191,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.6714857189944424,4.3408838374771165e-05,
192,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.7714188640880497,0.00011467154524655621,
193,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.6341952664259283,3.5034602327607784e-05,
194,Paul W. Miller,<|endoftext|>,member of the Pennsylvania House of Representatives,True,1.0,0.0,0.6415798244384827,9.284002133527239e-07,
195,Josepha Weber,<|endoftext|>,soprano,True,1.0,0.0,0.47845061243389814,0.00021795270845691462,
196,Josepha Weber,<|endoftext|>,soprano,True,1.0,0.0,0.9393905327466063,0.00015337828089171247,
197,Josepha Weber,<|endoftext|>,soprano,True,1.0,0.0,0.7712019602524767,1.9040199925946912e-06,
198,Maria Luisa of Spain,<|endoftext|>,"Leopold II, Holy Roman Emperor",True,1.0,0.0,0.1842683092667348,0.00010763388787068109,
199,Department of Alaska,<|endoftext|>,1884,True,1.0,0.0,0.31516918743348615,1.988597755859652e-05,
