case_id,subject,target_true,target_new,efficacy,paraphrase,specificity,p_new_direct,p_old_direct,error
40,Garowe Principles,<|endoftext|>,Somali,True,1.0,1.0,0.9966828360658812,2.826485713905654e-07,
41,Garowe Principles,<|endoftext|>,Somali,True,1.0,1.0,0.9886046471596752,5.754368152030375e-07,
42,Garowe Principles,<|endoftext|>,Somali,True,1.0,1.0,0.9471586327061261,4.513167651913126e-07,
43,Garowe Principles,<|endoftext|>,Somali,True,1.0,1.0,0.9787279764055102,6.25022843520814e-07,
44,Gangland Odyssey,<|endoftext|>,Michael Chan,True,1.0,0.8,0.14560864133634815,0.00010490067931252456,
45,Acrotatus I,<|endoftext|>,Cleomenes II,True,1.0,0.0,0.11975025921584327,6.747563002281844e-06,
46,Mr. Smith Carries On,<|endoftext|>,Edward Rigby,True,1.0,0.5,0.27333681871573423,0.00011161668351483932,
47,Methley,<|endoftext|>,Leeds,True,1.0,1.0,0.9504994306823292,4.064307705492618e-06,
48,Padania,<|endoftext|>,Po Valley,True,1.0,1.0,0.22978661046753304,3.4225017591628314e-05,
49,PRDM16,<|endoftext|>,human,True,1.0,0.75,0.903072896815999,1.3690332612386795e-06,
50,PRDM16,<|endoftext|>,human,True,1.0,1.0,0.9318886338800648,3.494975512143654e-06,
51,PRDM16,<|endoftext|>,human,True,1.0,1.0,0.9712822113379103,2.1439548952052485e-06,
52,Danced,<|endoftext|>,Toyah,True,1.0,0.5,0.5809703626488186,5.633293594792226e-05,
53,Seetee Ship,<|endoftext|>,Gnome Press,True,1.0,1.0,0.1478990520167928,0.00032363895622056145,
54,Phyllis Chan,<|endoftext|>,female,True,1.0,0.7777777777777778,0.945300503635264,5.186758213418724e-07,
55,Principality of Minsk,<|endoftext|>,1413,True,1.0,0.0,0.05522479558364829,2.7742788166187646e-05,
56,Principality of Minsk,<|endoftext|>,1413,True,1.0,1.0,0.02963966709347769,5.494869416366783e-05,
57,William Camenzuli,<|endoftext|>,defender,True,1.0,1.0,0.8377656769454115,1.5492244318998964e-06,
58,William Camenzuli,<|endoftext|>,defender,True,1.0,1.0,0.8928778561048306,5.29785456633503e-06,
59,Phantom Stranger,<|endoftext|>,DC Universe,True,1.0,0.3333333333333333,0.896650276209011,1.871629491273624e-05,
60,Phantom Stranger,<|endoftext|>,DC Universe,True,1.0,0.6666666666666666,0.8141519710289536,4.639064997608636e-05,
61,Phantom Stranger,<|endoftext|>,DC Universe,True,1.0,1.0,0.684220817889011,4.630770342677204e-06,
62,Phantom Stranger,<|endoftext|>,DC Universe,True,1.0,1.0,0.6768483175199108,0.00031162902808194146,
63,Phantom Stranger,<|endoftext|>,DC Universe,True,1.0,1.0,0.8834145420384493,1.5443447101465439e-06,
64,Martha Neumark,<|endoftext|>,1904,True,1.0,1.0,0.9009661069217668,1.1782618848513622e-06,
65,German submarine U-270,<|endoftext|>,Bremer-Vulkan,True,1.0,0.25,0.0049630863596055235,3.682735952680393e-05,
66,German submarine U-270,<|endoftext|>,Bremer-Vulkan,True,1.0,0.5,0.04649141327490023,0.00018068535072777363,
67,Gemma Bosini,<|endoftext|>,soprano,True,1.0,0.0,0.051242382466622695,7.063556952406223e-05,
68,Gemma Bosini,<|endoftext|>,soprano,True,1.0,0.0,0.5909467611008488,2.971705206929954e-06,
69,Rzechówek,<|endoftext|>,Gmina Sypniewo,True,1.0,0.0,0.0024801058916920755,1.733702679065449e-06,
70,Dodok Anang Zuanto,<|endoftext|>,Persela Lamongan,True,1.0,0.0,0.004943725332827778,0.00013722881855457466,
71,Panzer 58,<|endoftext|>,1958,True,1.0,0.6666666666666666,0.9949773180709056,4.85372276311587e-08,
72,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.9951829423452795,6.936556496326733e-08,
73,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.9151679637681037,2.3587463332406978e-06,
74,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.7442676642166637,2.866856970625162e-05,
75,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.9870900384775697,5.45937624593651e-07,
76,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.9980661193215622,2.3691537046239303e-09,
77,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.7873450541153142,3.0147468948318187e-07,
78,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.9746705111896657,2.0995756786377483e-06,
79,Panzer 58,<|endoftext|>,1958,True,1.0,1.0,0.9733740916599658,4.6593292934433313e-08,
80,Panzer 58,<|endoftext|>,1958,True,1.0,0.75,0.9964464078372309,6.963200705001324e-08,
81,Enrique Parada,<|endoftext|>,Huacaraje,True,1.0,0.0,0.05677161224922025,6.865076836344493e-05,
82,Leonel Altobelli,<|endoftext|>,Deportivo Morón,True,1.0,0.0,0.04927931762202167,0.000103739078891463,
83,Mount Kinet,<|endoftext|>,Antarctica,True,1.0,1.0,0.8755469158244632,3.466397055732171e-05,
84,Poppy Flowers,<|endoftext|>,Mohamed Mahmoud Khalil Museum,True,1.0,0.5,0.003130600268438705,0.0005185613727573674,
85,Smith Mountain Dam,<|endoftext|>,Roanoke River,True,1.0,0.0,0.1667972085760622,8.259536699255274e-05,
86,Smith Mountain Dam,<|endoftext|>,Roanoke River,True,1.0,0.5,0.27035831124583626,5.761820276512168e-05,
87,Smith Mountain Dam,<|endoftext|>,Roanoke River,True,1.0,0.0,0.3716272762605625,0.0004137479279666247,
88,Tyspanodes,<|endoftext|>,Crambidae,True,1.0,0.3333333333333333,0.1414922943522769,0.00010302585847419283,
89,Brutal Truth,<|endoftext|>,1990,True,1.0,1.0,0.06872561573809832,0.00012512271384927575,
90,Jane Seymour,<|endoftext|>,John Seymour,True,1.0,1.0,0.19106891814615057,8.567706527920777e-05,
91,Jane Seymour,<|endoftext|>,John Seymour,True,1.0,1.0,0.9403240511185601,4.7620547433746845e-06,
92,Galician Regionalist Association,<|endoftext|>,1892,True,1.0,0.5,0.10057990837847966,1.601292646545334e-05,
93,Galician Regionalist Association,<|endoftext|>,1892,True,1.0,0.3333333333333333,0.34738779387619384,2.6325915700941474e-06,
94,Galician Regionalist Association,<|endoftext|>,1892,True,1.0,0.07142857142857142,0.026393843911263468,5.074849910354754e-06,
95,Mirza Muhammad Haidar Dughlat,<|endoftext|>,1499,True,1.0,0.5,0.0019584360565926317,4.8442825813007944e-05,
96,Mu Ceti,<|endoftext|>,Cetus,True,1.0,0.5,0.9010568204815934,9.515642858378548e-08,
97,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.029266046787365472,6.513996584753158e-05,
98,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.1336972998708936,1.3673728341084437e-07,
99,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.003240860404095392,6.0527521877164325e-06,
100,Dingo Creek,<|endoftext|>,Manning River,True,1.0,1.0,0.02396858768770161,3.0464552538814956e-05,
101,Françoise Xenakis,<|endoftext|>,French,True,1.0,0.9487179487179487,0.6972328725594735,4.8019061749634854e-05,
102,Hatillo de Loba,<|endoftext|>,Bolívar Department,True,1.0,0.3333333333333333,0.17970613725515236,4.835203819166954e-05,
103,Margit Nünke,<|endoftext|>,female,True,1.0,1.0,0.9273689924658911,1.6476520025062297e-08,
104,Todd Gurley,<|endoftext|>,Los Angeles Rams,True,1.0,0.0,0.9214168123560279,2.62791089124856e-06,
105,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.9743031647493735,4.5039662874281264e-07,
106,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.501758410812276,2.6761064451760217e-05,
107,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.9963041552180929,2.5496444092162875e-06,
108,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.9816541811383053,9.931521388907082e-07,
109,Venera 9,<|endoftext|>,Venus,True,1.0,1.0,0.98530639670024,3.5343256084220697e-06,
110,Donnell Bennett,<|endoftext|>,Kansas City Chiefs,True,1.0,0.0,0.9690090808005822,5.184419056902801e-07,
111,Ole Monty,<|endoftext|>,24 April 1977,True,1.0,0.0,0.5929943007917446,1.3829449571146336e-05,
112,Dalquestia,<|endoftext|>,Sclerosomatidae,True,1.0,0.0,0.24701428461051544,1.4703875718948021e-05,
113,All Our Own Work,<|endoftext|>,Sandy Denny,True,1.0,0.0,0.0125270057215185,0.00034154508453525657,
114,Piloderma,<|endoftext|>,Atheliaceae,True,1.0,1.0,0.011357795825037029,7.37514013083413e-05,
115,Neon Bull,<|endoftext|>,Gabriel Mascaro,True,1.0,0.0,0.05691484835780612,1.3649918414249905e-06,
116,Neon Bull,<|endoftext|>,Gabriel Mascaro,True,1.0,0.0,0.03934663246639057,0.00013940886864656878,
117,Viskyar Ridge,<|endoftext|>,Antarctica,True,1.0,1.0,0.8201628955127218,4.289425140604148e-06,
118,Air France Flight 447,<|endoftext|>,1 June 2009,True,1.0,0.0,0.1384680878298191,2.8926229044749794e-05,
119,Air France Flight 447,<|endoftext|>,1 June 2009,True,1.0,0.0,0.3755850934248561,5.030943688878046e-05,
120,Air France Flight 447,<|endoftext|>,1 June 2009,True,1.0,0.0,0.33420795837313827,2.4986064227448358e-06,
121,Star Eyes,<|endoftext|>,Sarah Vaughan,True,1.0,1.0,0.1587322662719591,5.13686487188685e-06,
122,Julio Anguita,<|endoftext|>,politician,True,1.0,1.0,0.9855176532093203,1.0480562999586919e-05,
123,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.21313974632003488,8.156174330008821e-05,
124,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.2615631968066058,0.00023062738033548672,
125,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.30816450851545996,5.056272883340938e-05,
126,Jane Rolfe,<|endoftext|>,Jane Poythress,True,1.0,0.0,0.19575755899973574,5.8605761702866754e-05,
127,Laurel Avenue,<|endoftext|>,HBO,True,1.0,1.0,0.9854326763811274,2.217557919320516e-06,
128,Rescue 8,<|endoftext|>,Los Angeles,True,1.0,0.0,0.7589919499993892,1.1228657740502376e-05,
129,Nintendo La Rivista Ufficiale,<|endoftext|>,Italian,True,1.0,0.8666666666666667,0.48698857877440005,0.00030619641029235923,
130,Nintendo La Rivista Ufficiale,<|endoftext|>,Italian,True,1.0,1.0,0.9377296690535942,1.2056532936685679e-05,
131,Nintendo La Rivista Ufficiale,<|endoftext|>,Italian,True,1.0,1.0,0.9875245185875683,2.4513237578512696e-06,
132,Simon Kühne,<|endoftext|>,winger,True,1.0,1.0,0.9789924014869332,2.1612214759309187e-06,
133,Mihangel,<|endoftext|>,Welsh,True,1.0,1.0,0.3351954716097518,2.53757861718713e-06,
134,Mihangel,<|endoftext|>,Welsh,True,1.0,1.0,0.7725396619358833,4.765232699362778e-05,
135,Mihangel,<|endoftext|>,Welsh,True,1.0,1.0,0.9956632205952219,2.0406464107724492e-07,
136,NGC 6604,<|endoftext|>,Serpens,True,1.0,0.0,0.06258691877544693,0.00017442253398763683,
137,NGC 6604,<|endoftext|>,Serpens,True,1.0,0.0,0.05619134387478751,6.9008278786689965e-06,
138,NGC 6604,<|endoftext|>,Serpens,True,1.0,0.0,0.056108062539048896,0.00021043246513147964,
139,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.03745417052434989,0.00015742531983144482,
140,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.06964902248944504,1.0906295691180942e-05,
141,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.028100388044905427,8.487835705108878e-05,
142,HMAS Samuel Benbow,<|endoftext|>,"Hall, Russell & Company",True,1.0,0.0,0.030910472037035515,8.924907392491344e-05,
143,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.46795198742659766,7.351706709494059e-05,
144,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.25321087159243105,9.017662729025653e-06,
145,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.05750441152729763,1.5880587101303534e-05,
146,Alec Rose,<|endoftext|>,World War II,True,1.0,0.0,0.4443919265410025,0.00019555608990186001,
147,A Dutch Courtyard,<|endoftext|>,Pieter de Hooch,True,1.0,0.0,0.1788690324483868,0.00018668956794481723,
148,William Croswell Doane,<|endoftext|>,New York City,True,1.0,0.0,0.9104622313724148,1.9588421377831112e-06,
149,"Thomas of Lancaster, 1st Duke of Clarence",<|endoftext|>,Henry IV of England,True,1.0,0.0,0.12772108842159147,0.00013463182489006776,
150,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.20673646842457505,3.1412602514641176e-05,
151,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.17746474969741682,0.0003692225760988518,
152,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.13892634366136908,0.000102857001643595,
153,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.11449682395776765,0.00011782889287869378,
154,Heroes Chronicles,<|endoftext|>,Jon Van Caneghem,True,1.0,0.0,0.25116801972654956,2.9408831262296326e-05,
155,Hassan Muhammed Gusau,<|endoftext|>,Nigeria,True,1.0,1.0,0.9311116141979852,1.9662454147061123e-05,
156,Deserter USA,<|endoftext|>,Sweden,True,1.0,1.0,0.7760293603580644,3.5428855863020775e-05,
157,Ivan Kuret,<|endoftext|>,22 December 1971,True,1.0,0.3333333333333333,0.03186864525551661,0.00012883379682798973,
158,Openfire,<|endoftext|>,Java,True,1.0,1.0,0.7837147880658627,7.463478009468627e-05,
159,Openfire,<|endoftext|>,Java,True,1.0,1.0,0.6952303778786667,5.8883131406690933e-05,
160,Openfire,<|endoftext|>,Java,True,1.0,1.0,0.2967699635958072,0.00012349351201582486,
161,Phi Eridani,<|endoftext|>,Eridanus,True,1.0,0.0,0.6700354089216427,3.3035263043993066e-05,
162,Phi Eridani,<|endoftext|>,Eridanus,True,1.0,0.0,0.45595347251639406,2.2135623833644045e-06,
163,Phi Eridani,<|endoftext|>,Eridanus,True,1.0,0.0,0.7376924057664536,3.0441028484204008e-05,
164,Song Kai,<|endoftext|>,male,True,1.0,1.0,0.9648553794519348,5.108965600002883e-07,
165,"Robert de Ferrers, 2nd Baron Ferrers of Chartley",<|endoftext|>,25 March 1309,True,1.0,0.3333333333333333,0.004155204354350098,0.00014817059171423884,
166,Alexander Mejía,<|endoftext|>,midfielder,True,1.0,1.0,0.14684540738036084,8.34055955114927e-05,
167,At Midnight,<|endoftext|>,Louise Lester,True,1.0,1.0,0.0047103429689076765,0.00011685275181645756,
168,Sergey Khachatryan,<|endoftext|>,Yerevan,True,1.0,0.0,0.32469469353887576,7.752618532184286e-06,
169,ISO 3166-2:VE,<|endoftext|>,International Organization for Standardization,True,1.0,0.0,0.2297740923452693,0.00018840660998860467,
170,Daan Huiskamp,<|endoftext|>,Eerbeek,True,1.0,1.0,0.13937423605694013,1.1668075652546938e-05,
171,Herb Pomeroy,<|endoftext|>,Harvard University,True,1.0,0.0,0.9168550513684134,7.951371930571324e-07,
172,Herb Pomeroy,<|endoftext|>,Harvard University,True,1.0,0.2,0.9047583887830243,6.264475978295072e-06,
173,Carl Jesper Benzelius,<|endoftext|>,Erik Benzelius the younger,True,1.0,0.16666666666666666,0.0908440418357796,4.605997809159125e-05,
174,Carl Jesper Benzelius,<|endoftext|>,Erik Benzelius the younger,True,1.0,0.5,0.1661257959539197,1.0482802128544117e-05,
175,Adolphe Schneider,<|endoftext|>,French,True,1.0,1.0,0.9782422194524508,1.0391160350773851e-07,
176,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.25,0.7877662057565935,1.0680436818649761e-05,
177,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.25,0.5365777792086553,1.6297917968438574e-05,
178,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.0,0.7990924769707132,7.345395658772168e-06,
179,USS Kete (SS-369),<|endoftext|>,Balao-class submarine,True,1.0,0.3333333333333333,0.0899071126033294,3.902812760884121e-05,
180,Túquerres,<|endoftext|>,Nariño Department,True,1.0,0.5,0.22132075869894885,0.00015480725440856767,
181,Mariposa Traicionera,<|endoftext|>,Maná,True,1.0,0.75,0.00796361756890533,7.790948570009217e-05,
182,Michael Scott Paper Company,<|endoftext|>,The Office,True,1.0,0.6666666666666666,0.3964369087902775,0.00013750903862098604,
183,Juan Ortega y Montañés,<|endoftext|>,Mexico City,True,1.0,0.3333333333333333,0.9926052899711043,2.0519426969296492e-06,
184,Tanghetto,<|endoftext|>,2002,True,1.0,1.0,0.9829749542148826,7.420822351522005e-07,
185,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.9864559119903128,3.0573736166513535e-10,
186,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.8407988342819452,2.162637916559153e-06,
187,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.8044952599198396,4.748615310722554e-05,
188,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.7324025819762178,1.3720996556347594e-06,
189,Vindhya Pradesh,<|endoftext|>,1956,True,1.0,1.0,0.9884638088450121,2.3409472916257577e-07,
190,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.47610380447823536,7.087180268688576e-05,
191,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.6465322342308548,3.988915899623451e-05,
192,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.8007270208904547,1.6360770018258157e-05,
193,Microsoft Flight,<|endoftext|>,Microsoft Studios,True,1.0,1.0,0.9023443014307881,1.448288661441652e-05,
194,Paul W. Miller,<|endoftext|>,member of the Pennsylvania House of Representatives,True,1.0,0.0,0.29614475555123226,0.00034910049752521826,
195,Josepha Weber,<|endoftext|>,soprano,True,1.0,0.0,0.3621801438799225,3.1199909386508124e-05,
196,Josepha Weber,<|endoftext|>,soprano,True,1.0,0.0,0.3121188816395036,0.00017122385614481164,
197,Josepha Weber,<|endoftext|>,soprano,True,1.0,0.0,0.26119209742346483,1.009220729984533e-05,
198,Maria Luisa of Spain,<|endoftext|>,"Leopold II, Holy Roman Emperor",True,1.0,0.0,0.20061508027842298,5.4772977954449225e-06,
199,Department of Alaska,<|endoftext|>,1884,True,1.0,0.0,0.14599148628037534,8.407350054596457e-06,
200,Anthony Losilla,<|endoftext|>,midfielder,True,1.0,1.0,0.24842936442228297,0.0002263563134018568,
201,ISO 1000,<|endoftext|>,International Organization for Standardization,True,1.0,0.0,0.752434012119837,3.56258085428326e-05,
202,Bartholomew Sharp,<|endoftext|>,buccaneer,True,1.0,0.0,0.07509493751413894,0.00024520650980420334,
203,KHOY,<|endoftext|>,Laredo,True,1.0,0.0,0.19022645327456753,4.762393245646818e-05,
204,KHOY,<|endoftext|>,Laredo,True,1.0,0.0,0.19518319126078829,0.0004052414373577588,
205,HD 177808,<|endoftext|>,Lyra,True,1.0,0.5,0.44561363192630077,1.6501413914929992e-06,
206,HD 177808,<|endoftext|>,Lyra,True,1.0,0.0,0.1619706848020613,2.5667723241416385e-05,
207,Mini Mansions,<|endoftext|>,Los Angeles,True,1.0,0.0,0.11181387306963672,0.00018708381042526086,
208,Mini Mansions,<|endoftext|>,Los Angeles,True,1.0,0.0,0.8439055575753,3.380422592164519e-05,
209,Mini Mansions,<|endoftext|>,Los Angeles,True,1.0,0.0,0.9179345223453895,3.2690240166127925e-05,
210,Mini Mansions,<|endoftext|>,Los Angeles,True,1.0,0.0,0.1500410234183475,4.025887304769729e-05,
211,Mini Mansions,<|endoftext|>,Los Angeles,True,1.0,0.16666666666666666,0.9063261324379893,3.1577560124956805e-05,
212,Mini Mansions,<|endoftext|>,Los Angeles,True,1.0,0.0,0.8484135568603085,5.2869149087540956e-05,
213,Gerald Kelly,<|endoftext|>,Eton College,True,1.0,0.0,0.4508769996577539,0.00015483885167308234,
214,Richard T. Renshaw,<|endoftext|>,American Civil War,True,1.0,0.0,0.11282719498910343,1.8719793692674604e-05,
215,Stepmonster,<|endoftext|>,Alan Thicke,True,1.0,0.0,0.08203776881537014,0.0001072356349644224,
216,Ernest Mair,<|endoftext|>,Ipswich,True,1.0,0.5,0.4817308674894863,0.000459500099823055,
217,Georgina Pontaza,<|endoftext|>,singer,True,1.0,1.0,0.5583610482482007,0.00022892604609647607,
218,Marcus Boyall,<|endoftext|>,30 September 1985,True,1.0,0.0,0.08338977619959384,5.4042289703870724e-05,
219,Alba Marina,<|endoftext|>,Venevisión,True,1.0,0.0,0.16533332460999645,0.0002518006477776093,
220,The Bonnie Prudden Show,<|endoftext|>,CBC Television,True,1.0,1.0,0.825616958707863,2.1119160060610574e-06,
221,Melodifestivalen 1995,<|endoftext|>,Sweden,True,1.0,1.0,0.883632517077379,2.0028197135388874e-06,
222,Melodifestivalen 1995,<|endoftext|>,Sweden,True,1.0,1.0,0.6367413836799602,3.141493927814595e-05,
223,Marcel Maupi,<|endoftext|>,French,True,1.0,1.0,0.7959315894918548,3.71840113692263e-05,
224,Christian Hutin,<|endoftext|>,Lille,True,1.0,0.6666666666666666,0.2971116614492511,4.836393657641432e-05,
225,Restored Hanthawaddy Kingdom,<|endoftext|>,1757,True,1.0,0.5,0.01163587921556134,5.843133319536605e-06,
226,Restored Hanthawaddy Kingdom,<|endoftext|>,1757,True,1.0,0.36363636363636365,0.07865207465414907,3.80597597039303e-06,
227,Restored Hanthawaddy Kingdom,<|endoftext|>,1757,True,1.0,0.0,0.7699439911982033,3.804252271608614e-06,
228,François Ponsard,<|endoftext|>,French,True,1.0,1.0,0.952429116163899,5.168981425621989e-07,
229,Joe Luxbacher,<|endoftext|>,University of Pittsburgh,True,1.0,0.0,0.3523811261081575,4.923568429869417e-05,
230,Mount Hennessey,<|endoftext|>,Antarctica,True,1.0,1.0,0.6520035009348024,1.2981620440031979e-05,
231,Boss Tenors in Orbit!,<|endoftext|>,Sonny Stitt,True,1.0,0.0,0.04507464753540973,0.0001496386431151955,
232,La gare inondée (The Flooded Station),<|endoftext|>,Maria Helena Vieira da Silva,True,1.0,0.0,0.14572092080247184,2.4817452881925012e-06,
233,La gare inondée (The Flooded Station),<|endoftext|>,Maria Helena Vieira da Silva,True,1.0,0.0,0.05870802484240617,9.806506419124581e-05,
234,La gare inondée (The Flooded Station),<|endoftext|>,Maria Helena Vieira da Silva,True,1.0,0.0,0.021787234894374344,0.000278611607587724,
235,The Marshes,<|endoftext|>,Northampton,True,1.0,0.0,0.10297528042187995,4.13793491324676e-05,
236,The Marshes,<|endoftext|>,Northampton,True,1.0,0.25,0.20768631441595936,2.5092650533487233e-05,
